Location Key,Date,Observed Festival,Canonical Festival,Detail URL,Sankranti Moment,Punya Kala,Maha Punya Kala,Extracted Details,Completeness Status,Scan Error
geoname:4699066|city:houston,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 09:34 PM,Simha Sankranti Punya Kala - 01:26 PM to 08:01 PM,Simha Sankranti Maha Punya Kala - 05:49 PM to 08:01 PM,Simha Sankranti Moment - 09:34 PM | Simha Sankranti Punya Kala - 01:26 PM to 08:01 PM | Simha Sankranti Maha Punya Kala - 05:49 PM to 08:01 PM,COMPLETE,
geoname:5308655|city:phoenix,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 07:34 PM,Simha Sankranti Punya Kala - 12:32 PM to 07:13 PM,Simha Sankranti Maha Punya Kala - 04:59 PM to 07:13 PM,Simha Sankranti Moment - 07:34 PM | Simha Sankranti Punya Kala - 12:32 PM to 07:13 PM | Simha Sankranti Maha Punya Kala - 04:59 PM to 07:13 PM,COMPLETE,
geoname:5391959|city:san_francisco,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 07:34 PM,Simha Sankranti Punya Kala - 12:19 PM to 07:34 PM,Simha Sankranti Maha Punya Kala - 05:18 PM to 07:34 PM,Simha Sankranti Moment - 07:34 PM | Simha Sankranti Punya Kala - 12:19 PM to 07:34 PM | Simha Sankranti Maha Punya Kala - 05:18 PM to 07:34 PM,COMPLETE,
geoname:5368361|city:los_angeles,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 07:34 PM,Simha Sankranti Punya Kala - 12:25 PM to 07:34 PM,Simha Sankranti Maha Punya Kala - 05:20 PM to 07:34 PM,Simha Sankranti Moment - 07:34 PM | Simha Sankranti Punya Kala - 12:25 PM to 07:34 PM | Simha Sankranti Maha Punya Kala - 05:20 PM to 07:34 PM,COMPLETE,
geoname:5809844|city:seattle,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 07:34 PM,Simha Sankranti Punya Kala - 11:59 AM to 07:34 PM,Simha Sankranti Maha Punya Kala - 05:12 PM to 07:34 PM,Simha Sankranti Moment - 07:34 PM | Simha Sankranti Punya Kala - 11:59 AM to 07:34 PM | Simha Sankranti Maha Punya Kala - 05:12 PM to 07:34 PM,COMPLETE,
geoname:4174757|city:tampa,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:34 PM to 08:07 PM,Simha Sankranti Maha Punya Kala - 05:56 PM to 08:07 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:34 PM to 08:07 PM | Simha Sankranti Maha Punya Kala - 05:56 PM to 08:07 PM,COMPLETE,
geoname:4167147|city:orlando,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:30 PM to 08:04 PM,Simha Sankranti Maha Punya Kala - 05:52 PM to 08:04 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:30 PM to 08:04 PM | Simha Sankranti Maha Punya Kala - 05:52 PM to 08:04 PM,COMPLETE,
geoname:4781708|city:richmond,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:14 PM to 08:01 PM,Simha Sankranti Maha Punya Kala - 05:45 PM to 08:01 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:14 PM to 08:01 PM | Simha Sankranti Maha Punya Kala - 05:45 PM to 08:01 PM,COMPLETE,
geoname:4347778|city:baltimore,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:10 PM to 08:00 PM,Simha Sankranti Maha Punya Kala - 05:44 PM to 08:00 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:10 PM to 08:00 PM | Simha Sankranti Maha Punya Kala - 05:44 PM to 08:00 PM,COMPLETE,
geoname:4560349|city:philadelphia,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:05 PM to 07:56 PM,Simha Sankranti Maha Punya Kala - 05:39 PM to 07:56 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:05 PM to 07:56 PM | Simha Sankranti Maha Punya Kala - 05:39 PM to 07:56 PM,COMPLETE,
geoname:5128581|city:new_york,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:00 PM to 07:53 PM,Simha Sankranti Maha Punya Kala - 05:35 PM to 07:53 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:00 PM to 07:53 PM | Simha Sankranti Maha Punya Kala - 05:35 PM to 07:53 PM,COMPLETE,
geoname:5099836|city:new_jersey,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:00 PM to 07:53 PM,Simha Sankranti Maha Punya Kala - 05:35 PM to 07:53 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:00 PM to 07:53 PM | Simha Sankranti Maha Punya Kala - 05:35 PM to 07:53 PM,COMPLETE,
geoname:5110629|city:buffalo,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:19 PM to 08:16 PM,Simha Sankranti Maha Punya Kala - 05:57 PM to 08:16 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:19 PM to 08:16 PM | Simha Sankranti Maha Punya Kala - 05:57 PM to 08:16 PM,COMPLETE,
geoname:5150529|city:cleveland,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:31 PM to 08:25 PM,Simha Sankranti Maha Punya Kala - 06:07 PM to 08:25 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:31 PM to 08:25 PM | Simha Sankranti Maha Punya Kala - 06:07 PM to 08:25 PM,COMPLETE,
geoname:4509177|city:columbus,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:36 PM to 08:27 PM,Simha Sankranti Maha Punya Kala - 06:10 PM to 08:27 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:36 PM to 08:27 PM | Simha Sankranti Maha Punya Kala - 06:10 PM to 08:27 PM,COMPLETE,
geoname:4508722|city:cincinnati,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:42 PM to 08:32 PM,Simha Sankranti Maha Punya Kala - 06:15 PM to 08:32 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:42 PM to 08:32 PM | Simha Sankranti Maha Punya Kala - 06:15 PM to 08:32 PM,COMPLETE,
geoname:4634946|city:knoxville,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:40 PM to 08:24 PM,Simha Sankranti Maha Punya Kala - 06:09 PM to 08:24 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:40 PM to 08:24 PM | Simha Sankranti Maha Punya Kala - 06:09 PM to 08:24 PM,COMPLETE,
geoname:4644585|city:nashville,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 09:34 PM,Simha Sankranti Punya Kala - 12:51 PM to 07:36 PM,Simha Sankranti Maha Punya Kala - 05:21 PM to 07:36 PM,Simha Sankranti Moment - 09:34 PM | Simha Sankranti Punya Kala - 12:51 PM to 07:36 PM | Simha Sankranti Maha Punya Kala - 05:21 PM to 07:36 PM,COMPLETE,
geoname:5383527|city:placentia,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 07:34 PM,Simha Sankranti Punya Kala - 12:26 PM to 07:34 PM,Simha Sankranti Maha Punya Kala - 05:20 PM to 07:34 PM,Simha Sankranti Moment - 07:34 PM | Simha Sankranti Punya Kala - 12:26 PM to 07:34 PM | Simha Sankranti Maha Punya Kala - 05:20 PM to 07:34 PM,COMPLETE,
geoname:4180439|city:atlanta,2026-08-16,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 PM,Simha Sankranti Punya Kala - 01:42 PM to 08:23 PM,Simha Sankranti Maha Punya Kala - 06:09 PM to 08:23 PM,Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:42 PM to 08:23 PM | Simha Sankranti Maha Punya Kala - 06:09 PM to 08:23 PM,COMPLETE,
geoname:1264527|city:chennai,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:57 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:58 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:57 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:58 AM to 08:04 AM,COMPLETE,
geoname:1254163|city:thiruvananthapuram,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 06:15 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 06:15 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:15 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:15 AM to 08:04 AM,COMPLETE,
geoname:1275339|city:mumbai,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 06:20 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 06:20 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:20 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:20 AM to 08:04 AM,COMPLETE,
geoname:1275004|city:kolkata,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:14 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:55 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:14 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:55 AM to 08:04 AM,COMPLETE,
geoname:1275817|city:bhubaneswar,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:27 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:56 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:27 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:56 AM to 08:04 AM,COMPLETE,
geoname:1254360|city:tirupati,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 06:00 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 06:00 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:00 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:00 AM to 08:04 AM,COMPLETE,
geoname:1275841|city:bhopal,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:57 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:57 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:57 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:57 AM to 08:04 AM,COMPLETE,
geoname:1253405|city:varanasi,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:32 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:54 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:32 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:54 AM to 08:04 AM,COMPLETE,
geoname:1278994|city:prayagraj,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:37 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:54 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:37 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:54 AM to 08:04 AM,COMPLETE,
geoname:1264733|city:lucknow,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:39 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:53 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:39 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:53 AM to 08:04 AM,COMPLETE,
geoname:1255634|city:srinagar,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 05:53 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 05:53 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:53 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:53 AM to 08:04 AM,COMPLETE,
geoname:2174003|city:brisbane,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 12:34 PM,Simha Sankranti Punya Kala - 06:36 AM to 12:34 PM,Simha Sankranti Maha Punya Kala - 10:42 AM to 12:34 PM,Simha Sankranti Moment - 12:34 PM | Simha Sankranti Punya Kala - 06:36 AM to 12:34 PM | Simha Sankranti Maha Punya Kala - 10:42 AM to 12:34 PM,COMPLETE,
geoname:2158177|city:melbourne,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 12:34 PM,Simha Sankranti Punya Kala - 07:03 AM to 12:34 PM,Simha Sankranti Maha Punya Kala - 10:46 AM to 12:34 PM,Simha Sankranti Moment - 12:34 PM | Simha Sankranti Punya Kala - 07:03 AM to 12:34 PM | Simha Sankranti Maha Punya Kala - 10:46 AM to 12:34 PM,COMPLETE,
geoname:2078025|city:adelaide,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 12:04 PM,Simha Sankranti Punya Kala - 06:54 AM to 12:04 PM,Simha Sankranti Maha Punya Kala - 10:15 AM to 12:04 PM,Simha Sankranti Moment - 12:04 PM | Simha Sankranti Punya Kala - 06:54 AM to 12:04 PM | Simha Sankranti Maha Punya Kala - 10:15 AM to 12:04 PM,COMPLETE,
geoname:2063523|city:perth,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 10:34 AM,Simha Sankranti Punya Kala - 06:51 AM to 10:34 AM,Simha Sankranti Maha Punya Kala - 08:44 AM to 10:34 AM,Simha Sankranti Moment - 10:34 AM | Simha Sankranti Punya Kala - 06:51 AM to 10:34 AM | Simha Sankranti Maha Punya Kala - 08:44 AM to 10:34 AM,COMPLETE,
geoname:2172517|city:canberra,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 12:34 PM,Simha Sankranti Punya Kala - 06:47 AM to 12:34 PM,Simha Sankranti Maha Punya Kala - 10:45 AM to 12:34 PM,Simha Sankranti Moment - 12:34 PM | Simha Sankranti Punya Kala - 06:47 AM to 12:34 PM | Simha Sankranti Maha Punya Kala - 10:45 AM to 12:34 PM,COMPLETE,
geoname:2147714|city:sydney,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 12:34 PM,Simha Sankranti Punya Kala - 06:45 AM to 12:34 PM,Simha Sankranti Maha Punya Kala - 10:45 AM to 12:34 PM,Simha Sankranti Moment - 12:34 PM | Simha Sankranti Punya Kala - 06:45 AM to 12:34 PM | Simha Sankranti Maha Punya Kala - 10:45 AM to 12:34 PM,COMPLETE,
geoname:285787|city:kuwait,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 05:34 AM,Simha Sankranti Punya Kala - 05:17 AM to 05:34 AM,Simha Sankranti Maha Punya Kala - 05:17 AM to 05:34 AM,Simha Sankranti Moment - 05:34 AM | Simha Sankranti Punya Kala - 05:17 AM to 05:34 AM | Simha Sankranti Maha Punya Kala - 05:17 AM to 05:34 AM,COMPLETE,
geoname:1273865|city:coimbatore,2026-08-17,Simha Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 06:12 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 06:12 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:12 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:12 AM to 08:04 AM,COMPLETE,
geoname:285787|city:kuwait,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 05:28 AM,Kanya Sankranti Punya Kala - 05:34 AM to 11:42 AM,Kanya Sankranti Maha Punya Kala - 05:34 AM to 07:37 AM,Kanya Sankranti Moment - 05:28 AM | Kanya Sankranti Punya Kala - 05:34 AM to 11:42 AM | Kanya Sankranti Maha Punya Kala - 05:34 AM to 07:37 AM,COMPLETE,
geoname:1273865|city:coimbatore,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:58 AM,Kanya Sankranti Punya Kala - 07:58 AM to 02:27 PM,Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:00 AM,Kanya Sankranti Moment - 07:58 AM | Kanya Sankranti Punya Kala - 07:58 AM to 02:27 PM | Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:00 AM,COMPLETE,
geoname:6182962|city:windsor,2026-09-16,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 10:28 PM,Kanya Sankranti Punya Kala - 01:27 PM to 07:40 PM,Kanya Sankranti Maha Punya Kala - 05:35 PM to 07:40 PM,Kanya Sankranti Moment - 10:28 PM | Kanya Sankranti Punya Kala - 01:27 PM to 07:40 PM | Kanya Sankranti Maha Punya Kala - 05:35 PM to 07:40 PM,COMPLETE,
geoname:1276533|city:belgaum,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:58 AM,Kanya Sankranti Punya Kala - 07:58 AM to 02:28 PM,Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:00 AM,Kanya Sankranti Moment - 07:58 AM | Kanya Sankranti Punya Kala - 07:58 AM to 02:28 PM | Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:00 AM,COMPLETE,
geoname:1269920|city:hubli,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:58 AM,Kanya Sankranti Punya Kala - 07:58 AM to 02:28 PM,Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:00 AM,Kanya Sankranti Moment - 07:58 AM | Kanya Sankranti Punya Kala - 07:58 AM to 02:28 PM | Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:00 AM,COMPLETE,
geoname:6173331|city:vancouver,2026-09-16,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:28 PM,Kanya Sankranti Punya Kala - 01:07 PM to 07:23 PM,Kanya Sankranti Maha Punya Kala - 05:18 PM to 07:23 PM,Kanya Sankranti Moment - 07:28 PM | Kanya Sankranti Punya Kala - 01:07 PM to 07:23 PM | Kanya Sankranti Maha Punya Kala - 05:18 PM to 07:23 PM,COMPLETE,
geoname:5108728|city:belfast,2026-09-16,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 10:28 PM,Kanya Sankranti Punya Kala - 01:07 PM to 07:20 PM,Kanya Sankranti Maha Punya Kala - 05:16 PM to 07:20 PM,Kanya Sankranti Moment - 10:28 PM | Kanya Sankranti Punya Kala - 01:07 PM to 07:20 PM | Kanya Sankranti Maha Punya Kala - 05:16 PM to 07:20 PM,COMPLETE,
geoname:1835848|city:seoul,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 11:28 AM,Kanya Sankranti Punya Kala - 11:28 AM to 06:04 PM,Kanya Sankranti Maha Punya Kala - 11:28 AM to 01:32 PM,Kanya Sankranti Moment - 11:28 AM | Kanya Sankranti Punya Kala - 11:28 AM to 06:04 PM | Kanya Sankranti Maha Punya Kala - 11:28 AM to 01:32 PM,COMPLETE,
geoname:2193733|city:auckland,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 02:28 PM,Kanya Sankranti Punya Kala - 02:28 PM to 06:13 PM,Kanya Sankranti Maha Punya Kala - 02:28 PM to 04:27 PM,Kanya Sankranti Moment - 02:28 PM | Kanya Sankranti Punya Kala - 02:28 PM to 06:13 PM | Kanya Sankranti Maha Punya Kala - 02:28 PM to 04:27 PM,COMPLETE,
geoname:2179537|city:wellington,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 02:28 PM,Kanya Sankranti Punya Kala - 02:28 PM to 06:12 PM,Kanya Sankranti Maha Punya Kala - 02:28 PM to 04:27 PM,Kanya Sankranti Moment - 02:28 PM | Kanya Sankranti Punya Kala - 02:28 PM to 06:12 PM | Kanya Sankranti Maha Punya Kala - 02:28 PM to 04:27 PM,COMPLETE,
geoname:2192362|city:christchurch,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 02:28 PM,Kanya Sankranti Punya Kala - 02:28 PM to 06:20 PM,Kanya Sankranti Maha Punya Kala - 02:28 PM to 04:27 PM,Kanya Sankranti Moment - 02:28 PM | Kanya Sankranti Punya Kala - 02:28 PM to 06:20 PM | Kanya Sankranti Maha Punya Kala - 02:28 PM to 04:27 PM,COMPLETE,
geoname:1279290|city:agartala,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:58 AM,Kanya Sankranti Punya Kala - 07:58 AM to 02:30 PM,Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,Kanya Sankranti Moment - 07:58 AM | Kanya Sankranti Punya Kala - 07:58 AM to 02:30 PM | Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,COMPLETE,
geoname:1271476|city:guwahati,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:58 AM,Kanya Sankranti Punya Kala - 07:58 AM to 02:31 PM,Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,Kanya Sankranti Moment - 07:58 AM | Kanya Sankranti Punya Kala - 07:58 AM to 02:31 PM | Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,COMPLETE,
geoname:1256525|city:shiliguri,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:58 AM,Kanya Sankranti Punya Kala - 07:58 AM to 02:31 PM,Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,Kanya Sankranti Moment - 07:58 AM | Kanya Sankranti Punya Kala - 07:58 AM to 02:31 PM | Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,COMPLETE,
geoname:1279186|city:aizawl,2026-09-17,Kanya Sankranti,Sankramana,https://www.drikpanchang.com/sankranti/kanya-sankranti-date-time.html?year=2026,Kanya Sankranti Moment - 07:58 AM,Kanya Sankranti Punya Kala - 07:58 AM to 02:30 PM,Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,Kanya Sankranti Moment - 07:58 AM | Kanya Sankranti Punya Kala - 07:58 AM to 02:30 PM | Kanya Sankranti Maha Punya Kala - 07:58 AM to 10:01 AM,COMPLETE,
